ticket_id,platform,priority,status,assigned_group,title,description,root_cause,resolution_summary,created_date,resolved_date,app_link
CW-1132,CloudWatch,High,Open,Security Ops,ELB target health check failures,Auto-recovery event performed by AWS.,Unoptimized workload placement,Increased allocated resources.,2025-02-01 09:00:00,2025-02-04 00:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1132
CW-1017,CloudWatch,Low,Open,Security Ops,Lambda timeout errors increasing,Elevated latency impacting application performance.,High read/write operations,Optimized Lambda execution time.,2025-01-06 15:00:00,2025-01-08 14:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1017
TAB-1186,Tableau,Critical,Closed,Security Ops,Permission denied on shared dashboard,Users experiencing delay in loading components.,Incorrect join logic in data model,Adjusted filter logic and republished dashboard.,2025-01-23 16:00:00,2025-01-25 05:00:00,https://tableau.example.com/views/TAB-1186
CW-1175,CloudWatch,Critical,Open,DevOps,RDS free storage space critically low,Monitoring detected abnormal spike in CPU usage.,Unoptimized workload placement,Optimized Lambda execution time.,2025-01-22 11:00:00,2025-01-24 00:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1175
PBI-1109,PowerBI,Critical,In Progress,Cloud Team,Slow dataset refresh performance,Users reported mismatched revenue numbers in dashboard.,Gateway server under maintenance,Corrected data transformation steps.,2025-01-08 07:00:00,2025-01-10 14:00:00,https://app.powerbi.com/reports/PBI-1109
TAB-1067,Tableau,Low,Open,Network Ops,Slow performance on Tableau report,Users experiencing delay in loading components.,Data source credentials expired,Updated credentials and reran extract.,2025-01-07 20:00:00,2025-01-08 23:00:00,https://tableau.example.com/views/TAB-1067
CW-1181,CloudWatch,Low,Open,Security Ops,EC2 instance restart detected,Elevated latency impacting application performance.,Unbalanced traffic routing,Increased allocated resources.,2025-01-06 03:00:00,2025-01-06 12:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1181
PBI-1041,PowerBI,Low,Resolved,Cloud Team,Slow dataset refresh performance,Users reported mismatched revenue numbers in dashboard.,Gateway authentication failure,Corrected data transformation steps.,2025-01-04 21:00:00,2025-01-05 19:00:00,https://app.powerbi.com/reports/PBI-1041
PBI-1096,PowerBI,High,Resolved,Cloud Team,Report visuals not rendering,Scheduled data refresh encountered failure due to timeout.,Incorrect data transformation logic,Corrected data transformation steps.,2025-01-07 22:00:00,2025-01-09 23:00:00,https://app.powerbi.com/reports/PBI-1096
JIRA-1112,Jira,Critical,Open,Cloud Team,Database timeout issue,System detected performance degradation across multiple nodes.,Firewall misconfiguration,Resolved deadlock and restarted DB instance.,2025-01-28 10:00:00,2025-01-29 16:00:00,https://jira.example.com/browse/JIRA-1112
TAB-1032,Tableau,High,Closed,DBA Team,Slow performance on Tableau report,Interactive filters returning empty result set.,Data source credentials expired,Updated credentials and reran extract.,2025-02-05 12:00:00,2025-02-05 15:00:00,https://tableau.example.com/views/TAB-1032
CW-1098,CloudWatch,Medium,Open,Cloud Team,CloudWatch alarm triggered for CPU threshold,Database storage reaching capacity limits.,Unoptimized workload placement,Increased allocated resources.,2025-02-02 19:00:00,2025-02-04 18:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1098
CW-1007,CloudWatch,Medium,Closed,Security Ops,ELB target health check failures,Auto-recovery event performed by AWS.,Unbalanced traffic routing,Increased allocated resources.,2025-01-30 07:00:00,2025-02-01 02:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1007
TAB-1173,Tableau,High,Resolved,Cloud Team,Missing data in visualization,Dashboard not showing newly ingested records.,Incorrect join logic in data model,Updated credentials and reran extract.,2025-01-09 16:00:00,2025-01-11 01:00:00,https://tableau.example.com/views/TAB-1173
TAB-1033,Tableau,High,Closed,DevOps,Slow performance on Tableau report,Interactive filters returning empty result set.,Network throttling issue,Optimized query and reindexed table.,2025-01-26 22:00:00,2025-01-26 23:00:00,https://tableau.example.com/views/TAB-1033
CW-1033,CloudWatch,Critical,In Progress,Helpdesk,S3 request latency unusually high,Elevated latency impacting application performance.,Unoptimized workload placement,Increased allocated resources.,2025-01-24 00:00:00,2025-01-24 16:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1033
TAB-1117,Tableau,Medium,In Progress,Network Ops,Tableau dashboard not refreshing,Interactive filters returning empty result set.,Data source credentials expired,Updated credentials and reran extract.,2025-01-10 13:00:00,2025-01-12 19:00:00,https://tableau.example.com/views/TAB-1117
PBI-1010,PowerBI,Low,In Progress,Security Ops,Row-level security not applied,Visuals stuck loading indefinitely.,Dataset schema mismatch,Adjusted schema and refreshed dataset successfully.,2025-02-07 22:00:00,2025-02-10 19:00:00,https://app.powerbi.com/reports/PBI-1010
CW-1117,CloudWatch,Low,In Progress,DevOps,EC2 instance restart detected,Elevated latency impacting application performance.,Unbalanced traffic routing,Increased allocated resources.,2025-01-21 10:00:00,2025-01-24 04:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1117
TAB-1158,Tableau,Critical,Closed,Network Ops,Dashboard filter not working,Dashboard not showing newly ingested records.,Tableau server CPU overload,Adjusted filter logic and republished dashboard.,2025-01-13 02:00:00,2025-01-13 16:00:00,https://tableau.example.com/views/TAB-1158
TAB-1058,Tableau,High,In Progress,DBA Team,Slow performance on Tableau report,Dashboard not showing newly ingested records.,Network throttling issue,Adjusted filter logic and republished dashboard.,2025-01-16 12:00:00,2025-01-18 11:00:00,https://tableau.example.com/views/TAB-1058
CW-1027,CloudWatch,High,Open,Cloud Team,EC2 instance restart detected,Monitoring detected abnormal spike in CPU usage.,Unoptimized workload placement,Increased allocated resources.,2025-01-07 18:00:00,2025-01-09 19:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1027
TAB-1082,Tableau,Low,In Progress,Helpdesk,Dashboard filter not working,Users experiencing delay in loading components.,Tableau server CPU overload,Adjusted filter logic and republished dashboard.,2025-01-24 14:00:00,2025-01-27 04:00:00,https://tableau.example.com/views/TAB-1082
TAB-1176,Tableau,Critical,Open,Helpdesk,Extract refresh failed,Interactive filters returning empty result set.,Incorrect join logic in data model,Adjusted filter logic and republished dashboard.,2025-01-08 22:00:00,2025-01-11 01:00:00,https://tableau.example.com/views/TAB-1176
TAB-1184,Tableau,Critical,Open,Security Ops,Dashboard filter not working,Interactive filters returning empty result set.,Network throttling issue,Optimized query and reindexed table.,2025-01-22 04:00:00,2025-01-24 20:00:00,https://tableau.example.com/views/TAB-1184
TAB-1024,Tableau,Critical,Resolved,Security Ops,Extract refresh failed,Dashboard not showing newly ingested records.,Incorrect join logic in data model,Adjusted filter logic and republished dashboard.,2025-02-06 02:00:00,2025-02-07 12:00:00,https://tableau.example.com/views/TAB-1024
CW-1159,CloudWatch,Critical,Closed,Security Ops,S3 request latency unusually high,Elevated latency impacting application performance.,Unoptimized workload placement,Scaled instance type.,2025-01-21 21:00:00,2025-01-22 07:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1159
CW-1057,CloudWatch,Low,Open,Helpdesk,CloudWatch alarm triggered for CPU threshold,Monitoring detected abnormal spike in CPU usage.,High read/write operations,Optimized Lambda execution time.,2025-01-05 07:00:00,2025-01-07 13:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1057
PBI-1072,PowerBI,Critical,Resolved,Cloud Team,Gateway connection error,Unable to connect to on-prem data gateway.,Dataset schema mismatch,Reconfigured gateway settings and validated connectivity.,2025-01-17 20:00:00,2025-01-18 15:00:00,https://app.powerbi.com/reports/PBI-1072
TAB-1147,Tableau,Low,Closed,Network Ops,Missing data in visualization,Scheduled extract refresh failure detected.,Data source credentials expired,Updated credentials and reran extract.,2025-02-04 01:00:00,2025-02-05 22:00:00,https://tableau.example.com/views/TAB-1147
PBI-1105,PowerBI,High,Resolved,DBA Team,Incorrect KPI values displayed,Unable to connect to on-prem data gateway.,Gateway authentication failure,Reconfigured gateway settings and validated connectivity.,2025-02-08 15:00:00,2025-02-09 01:00:00,https://app.powerbi.com/reports/PBI-1105
CW-1039,CloudWatch,Low,In Progress,Helpdesk,ELB target health check failures,Auto-recovery event performed by AWS.,Infinite loop execution,Optimized Lambda execution time.,2025-01-17 16:00:00,2025-01-18 02:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1039
CW-1188,CloudWatch,Critical,In Progress,Security Ops,S3 request latency unusually high,Failure trend observed across multiple Lambda executions.,Infinite loop execution,Scaled instance type.,2025-02-09 17:00:00,2025-02-10 03:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1188
CW-1140,CloudWatch,Critical,Resolved,Helpdesk,CloudWatch alarm triggered for CPU threshold,Failure trend observed across multiple Lambda executions.,High read/write operations,Increased allocated resources.,2025-01-08 21:00:00,2025-01-10 02:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1140
CW-1122,CloudWatch,High,Open,Cloud Team,S3 request latency unusually high,Elevated latency impacting application performance.,High read/write operations,Increased allocated resources.,2025-02-09 05:00:00,2025-02-10 11:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1122
CW-1019,CloudWatch,High,In Progress,Helpdesk,CloudWatch alarm triggered for CPU threshold,Auto-recovery event performed by AWS.,Unbalanced traffic routing,Increased allocated resources.,2025-01-23 21:00:00,2025-01-26 04:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1019
CW-1085,CloudWatch,Medium,Resolved,Network Ops,CloudWatch alarm triggered for CPU threshold,Database storage reaching capacity limits.,Unoptimized workload placement,Optimized Lambda execution time.,2025-02-09 22:00:00,2025-02-11 14:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1085
CW-1045,CloudWatch,Medium,In Progress,DBA Team,RDS free storage space critically low,Monitoring detected abnormal spike in CPU usage.,Unoptimized workload placement,Increased allocated resources.,2025-01-15 03:00:00,2025-01-15 12:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1045
CW-1078,CloudWatch,Low,Closed,Helpdesk,ELB target health check failures,Database storage reaching capacity limits.,High read/write operations,Increased allocated resources.,2025-01-29 21:00:00,2025-01-31 20:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1078
PBI-1156,PowerBI,Critical,Closed,Security Ops,Power BI refresh failed,Users reported mismatched revenue numbers in dashboard.,Gateway authentication failure,Adjusted schema and refreshed dataset successfully.,2025-01-30 02:00:00,2025-01-30 08:00:00,https://app.powerbi.com/reports/PBI-1156
PBI-1177,PowerBI,Medium,Resolved,Network Ops,Row-level security not applied,Scheduled data refresh encountered failure due to timeout.,Dataset schema mismatch,Adjusted schema and refreshed dataset successfully.,2025-01-25 02:00:00,2025-01-25 09:00:00,https://app.powerbi.com/reports/PBI-1177
JIRA-1085,Jira,Low,In Progress,Helpdesk,Application crash after update,Users reported service disruptions affecting business workflow.,Memory leak issue,Resolved deadlock and restarted DB instance.,2025-01-05 19:00:00,2025-01-08 15:00:00,https://jira.example.com/browse/JIRA-1085
TAB-1042,Tableau,Medium,Resolved,DevOps,Extract refresh failed,Dashboard not showing newly ingested records.,Incorrect join logic in data model,Adjusted filter logic and republished dashboard.,2025-01-29 02:00:00,2025-01-30 02:00:00,https://tableau.example.com/views/TAB-1042
JIRA-1159,Jira,Medium,Resolved,DBA Team,User unable to login,Service unreachable due to network routing failure.,Expired authentication token,Renewed authentication certificate.,2025-01-23 18:00:00,2025-01-25 03:00:00,https://jira.example.com/browse/JIRA-1159
PBI-1124,PowerBI,High,Closed,Security Ops,Gateway connection error,Scheduled data refresh encountered failure due to timeout.,Dataset schema mismatch,Adjusted schema and refreshed dataset successfully.,2025-01-22 21:00:00,2025-01-25 07:00:00,https://app.powerbi.com/reports/PBI-1124
JIRA-1035,Jira,High,Open,DevOps,Database timeout issue,Application not responding after deployment activities.,SSL handshake failure,Optimized memory allocation and redeployed.,2025-01-13 19:00:00,2025-01-16 01:00:00,https://jira.example.com/browse/JIRA-1035
PBI-1140,PowerBI,High,Open,Security Ops,Slow dataset refresh performance,Scheduled data refresh encountered failure due to timeout.,Dataset schema mismatch,Corrected data transformation steps.,2025-01-03 02:00:00,2025-01-03 12:00:00,https://app.powerbi.com/reports/PBI-1140
JIRA-1170,Jira,High,Resolved,Security Ops,User unable to login,Application not responding after deployment activities.,Firewall misconfiguration,Renewed authentication certificate.,2025-01-18 09:00:00,2025-01-20 04:00:00,https://jira.example.com/browse/JIRA-1170
CW-1054,CloudWatch,High,Closed,DevOps,CloudWatch alarm triggered for CPU threshold,Elevated latency impacting application performance.,Unbalanced traffic routing,Increased allocated resources.,2025-02-10 11:00:00,2025-02-10 15:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1054
CW-1087,CloudWatch,Critical,Open,Cloud Team,CloudWatch alarm triggered for CPU threshold,Monitoring detected abnormal spike in CPU usage.,Unbalanced traffic routing,Scaled instance type.,2025-01-07 16:00:00,2025-01-07 22:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1087
CW-1079,CloudWatch,Low,Resolved,DevOps,EC2 instance restart detected,Auto-recovery event performed by AWS.,Unoptimized workload placement,Increased allocated resources.,2025-01-15 18:00:00,2025-01-17 11:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1079
CW-1152,CloudWatch,Critical,Open,Security Ops,Lambda timeout errors increasing,Auto-recovery event performed by AWS.,Unoptimized workload placement,Increased allocated resources.,2025-01-30 19:00:00,2025-02-01 23:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1152
JIRA-1095,Jira,Medium,In Progress,Network Ops,User unable to login,Service unreachable due to network routing failure.,SSL handshake failure,Resolved deadlock and restarted DB instance.,2025-01-05 09:00:00,2025-01-08 03:00:00,https://jira.example.com/browse/JIRA-1095
PBI-1163,PowerBI,Critical,In Progress,Cloud Team,Incorrect KPI values displayed,Users reported mismatched revenue numbers in dashboard.,Incorrect data transformation logic,Reconfigured gateway settings and validated connectivity.,2025-01-11 11:00:00,2025-01-11 14:00:00,https://app.powerbi.com/reports/PBI-1163
TAB-1040,Tableau,Low,Closed,Network Ops,Slow performance on Tableau report,Interactive filters returning empty result set.,Data source credentials expired,Updated credentials and reran extract.,2025-01-23 12:00:00,2025-01-24 03:00:00,https://tableau.example.com/views/TAB-1040
PBI-1174,PowerBI,Critical,In Progress,DevOps,Incorrect KPI values displayed,Users reported mismatched revenue numbers in dashboard.,Gateway server under maintenance,Corrected data transformation steps.,2025-01-10 08:00:00,2025-01-11 22:00:00,https://app.powerbi.com/reports/PBI-1174
PBI-1060,PowerBI,Medium,Closed,DevOps,Report visuals not rendering,Users reported mismatched revenue numbers in dashboard.,Incorrect data transformation logic,Reconfigured gateway settings and validated connectivity.,2025-01-17 10:00:00,2025-01-18 04:00:00,https://app.powerbi.com/reports/PBI-1060
PBI-1153,PowerBI,High,Closed,Network Ops,Slow dataset refresh performance,Scheduled data refresh encountered failure due to timeout.,Incorrect data transformation logic,Adjusted schema and refreshed dataset successfully.,2025-01-13 23:00:00,2025-01-15 08:00:00,https://app.powerbi.com/reports/PBI-1153
CW-1104,CloudWatch,Medium,Open,Security Ops,RDS free storage space critically low,Database storage reaching capacity limits.,Unbalanced traffic routing,Scaled instance type.,2025-01-10 23:00:00,2025-01-12 11:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1104
TAB-1006,Tableau,Low,In Progress,DevOps,Slow performance on Tableau report,Users experiencing delay in loading components.,Tableau server CPU overload,Adjusted filter logic and republished dashboard.,2025-01-03 21:00:00,2025-01-05 19:00:00,https://tableau.example.com/views/TAB-1006
TAB-1192,Tableau,Medium,In Progress,Helpdesk,Permission denied on shared dashboard,Interactive filters returning empty result set.,Tableau server CPU overload,Updated credentials and reran extract.,2025-01-29 09:00:00,2025-01-29 18:00:00,https://tableau.example.com/views/TAB-1192
TAB-1197,Tableau,High,Closed,DBA Team,Missing data in visualization,Interactive filters returning empty result set.,Tableau server CPU overload,Optimized query and reindexed table.,2025-01-23 21:00:00,2025-01-25 07:00:00,https://tableau.example.com/views/TAB-1197
CW-1080,CloudWatch,High,In Progress,DevOps,CloudWatch alarm triggered for CPU threshold,Auto-recovery event performed by AWS.,Infinite loop execution,Scaled instance type.,2025-01-23 04:00:00,2025-01-24 03:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1080
TAB-1017,Tableau,Low,Closed,Helpdesk,Permission denied on shared dashboard,Interactive filters returning empty result set.,Incorrect join logic in data model,Optimized query and reindexed table.,2025-01-30 17:00:00,2025-01-31 11:00:00,https://tableau.example.com/views/TAB-1017
JIRA-1004,Jira,Medium,Resolved,Network Ops,Database timeout issue,Users reported service disruptions affecting business workflow.,Memory leak issue,Optimized memory allocation and redeployed.,2025-01-15 17:00:00,2025-01-17 08:00:00,https://jira.example.com/browse/JIRA-1004
CW-1042,CloudWatch,High,In Progress,DBA Team,ELB target health check failures,Failure trend observed across multiple Lambda executions.,High read/write operations,Increased allocated resources.,2025-02-08 00:00:00,2025-02-08 02:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1042
CW-1116,CloudWatch,Low,Resolved,Helpdesk,S3 request latency unusually high,Auto-recovery event performed by AWS.,Unoptimized workload placement,Scaled instance type.,2025-01-15 02:00:00,2025-01-15 12:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1116
CW-1012,CloudWatch,High,Resolved,Security Ops,S3 request latency unusually high,Monitoring detected abnormal spike in CPU usage.,Unoptimized workload placement,Scaled instance type.,2025-02-09 23:00:00,2025-02-10 21:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1012
PBI-1146,PowerBI,High,Closed,DevOps,Gateway connection error,Scheduled data refresh encountered failure due to timeout.,Gateway authentication failure,Reconfigured gateway settings and validated connectivity.,2025-01-11 08:00:00,2025-01-14 06:00:00,https://app.powerbi.com/reports/PBI-1146
JIRA-1098,Jira,Low,Resolved,DBA Team,User unable to login,Database query execution time exceeding normal threshold.,Firewall misconfiguration,Renewed authentication certificate.,2025-01-10 06:00:00,2025-01-12 23:00:00,https://jira.example.com/browse/JIRA-1098
PBI-1173,PowerBI,High,Resolved,DevOps,Row-level security not applied,Scheduled data refresh encountered failure due to timeout.,Incorrect data transformation logic,Corrected data transformation steps.,2025-01-03 13:00:00,2025-01-05 01:00:00,https://app.powerbi.com/reports/PBI-1173
PBI-1006,PowerBI,High,In Progress,DevOps,Slow dataset refresh performance,Unable to connect to on-prem data gateway.,Gateway authentication failure,Reconfigured gateway settings and validated connectivity.,2025-01-18 09:00:00,2025-01-20 18:00:00,https://app.powerbi.com/reports/PBI-1006
PBI-1102,PowerBI,Medium,In Progress,Security Ops,Gateway connection error,Visuals stuck loading indefinitely.,Incorrect data transformation logic,Adjusted schema and refreshed dataset successfully.,2025-02-01 22:00:00,2025-02-03 10:00:00,https://app.powerbi.com/reports/PBI-1102
JIRA-1047,Jira,High,In Progress,Helpdesk,VPN connection failure,Users reported service disruptions affecting business workflow.,Memory leak issue,Restarted impacted service and cleared cache.,2025-02-06 16:00:00,2025-02-08 08:00:00,https://jira.example.com/browse/JIRA-1047
JIRA-1032,Jira,Critical,Closed,Network Ops,VPN connection failure,Authentication request failed repeatedly for end users.,Expired authentication token,Renewed authentication certificate.,2025-01-25 20:00:00,2025-01-25 21:00:00,https://jira.example.com/browse/JIRA-1032
TAB-1000,Tableau,Critical,In Progress,Network Ops,Dashboard filter not working,Dashboard not showing newly ingested records.,Data source credentials expired,Updated credentials and reran extract.,2025-01-29 04:00:00,2025-01-31 10:00:00,https://tableau.example.com/views/TAB-1000
JIRA-1134,Jira,Low,Closed,Cloud Team,User unable to login,Users reported service disruptions affecting business workflow.,Firewall misconfiguration,Optimized memory allocation and redeployed.,2025-01-23 06:00:00,2025-01-23 17:00:00,https://jira.example.com/browse/JIRA-1134
JIRA-1027,Jira,Low,Open,Network Ops,Email service outage,Application not responding after deployment activities.,Expired authentication token,Resolved deadlock and restarted DB instance.,2025-02-08 15:00:00,2025-02-11 15:00:00,https://jira.example.com/browse/JIRA-1027
CW-1106,CloudWatch,Medium,Closed,Network Ops,Lambda timeout errors increasing,Database storage reaching capacity limits.,Unoptimized workload placement,Scaled instance type.,2025-01-27 04:00:00,2025-01-27 16:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1106
TAB-1030,Tableau,Low,In Progress,DBA Team,Extract refresh failed,Scheduled extract refresh failure detected.,Incorrect join logic in data model,Optimized query and reindexed table.,2025-01-27 01:00:00,2025-01-28 05:00:00,https://tableau.example.com/views/TAB-1030
PBI-1089,PowerBI,High,In Progress,DevOps,Row-level security not applied,Visuals stuck loading indefinitely.,Gateway server under maintenance,Corrected data transformation steps.,2025-01-20 05:00:00,2025-01-21 19:00:00,https://app.powerbi.com/reports/PBI-1089
TAB-1178,Tableau,High,In Progress,Security Ops,Tableau dashboard not refreshing,Interactive filters returning empty result set.,Data source credentials expired,Updated credentials and reran extract.,2025-01-20 01:00:00,2025-01-20 16:00:00,https://tableau.example.com/views/TAB-1178
TAB-1088,Tableau,Critical,Open,DevOps,Missing data in visualization,Dashboard not showing newly ingested records.,Data source credentials expired,Optimized query and reindexed table.,2025-01-18 00:00:00,2025-01-18 01:00:00,https://tableau.example.com/views/TAB-1088
PBI-1018,PowerBI,Critical,Open,DBA Team,Power BI refresh failed,Unable to connect to on-prem data gateway.,Incorrect data transformation logic,Corrected data transformation steps.,2025-01-15 20:00:00,2025-01-18 05:00:00,https://app.powerbi.com/reports/PBI-1018
CW-1074,CloudWatch,Low,Open,Network Ops,CloudWatch alarm triggered for CPU threshold,Elevated latency impacting application performance.,High read/write operations,Increased allocated resources.,2025-01-28 10:00:00,2025-01-29 19:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1074
TAB-1191,Tableau,Low,Resolved,Security Ops,Tableau dashboard not refreshing,Scheduled extract refresh failure detected.,Network throttling issue,Adjusted filter logic and republished dashboard.,2025-01-10 21:00:00,2025-01-11 00:00:00,https://tableau.example.com/views/TAB-1191
PBI-1192,PowerBI,High,Resolved,Security Ops,Power BI refresh failed,Scheduled data refresh encountered failure due to timeout.,Incorrect data transformation logic,Corrected data transformation steps.,2025-01-29 08:00:00,2025-01-29 15:00:00,https://app.powerbi.com/reports/PBI-1192
PBI-1098,PowerBI,Low,Closed,DevOps,Report visuals not rendering,Scheduled data refresh encountered failure due to timeout.,Incorrect data transformation logic,Corrected data transformation steps.,2025-02-01 20:00:00,2025-02-01 23:00:00,https://app.powerbi.com/reports/PBI-1098
JIRA-1138,Jira,Low,In Progress,DBA Team,User unable to login,Authentication request failed repeatedly for end users.,Expired authentication token,Renewed authentication certificate.,2025-02-10 22:00:00,2025-02-12 07:00:00,https://jira.example.com/browse/JIRA-1138
JIRA-1062,Jira,Critical,Open,DevOps,VPN connection failure,Service unreachable due to network routing failure.,Firewall misconfiguration,Resolved deadlock and restarted DB instance.,2025-01-01 08:00:00,2025-01-02 22:00:00,https://jira.example.com/browse/JIRA-1062
PBI-1071,PowerBI,Critical,Open,Cloud Team,Gateway connection error,Unable to connect to on-prem data gateway.,Gateway authentication failure,Reconfigured gateway settings and validated connectivity.,2025-02-08 01:00:00,2025-02-10 02:00:00,https://app.powerbi.com/reports/PBI-1071
CW-1047,CloudWatch,High,Resolved,Network Ops,CloudWatch alarm triggered for CPU threshold,Database storage reaching capacity limits.,Unbalanced traffic routing,Scaled instance type.,2025-01-03 04:00:00,2025-01-03 22:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1047
JIRA-1128,Jira,Medium,Resolved,DevOps,503 service unavailable,Authentication request failed repeatedly for end users.,Memory leak issue,Restarted impacted service and cleared cache.,2025-01-07 17:00:00,2025-01-09 22:00:00,https://jira.example.com/browse/JIRA-1128
CW-1178,CloudWatch,Critical,In Progress,Cloud Team,ELB target health check failures,Elevated latency impacting application performance.,Unoptimized workload placement,Scaled instance type.,2025-02-04 15:00:00,2025-02-06 14:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1178
PBI-1120,PowerBI,Critical,Closed,DevOps,Row-level security not applied,Unable to connect to on-prem data gateway.,Dataset schema mismatch,Corrected data transformation steps.,2025-01-12 03:00:00,2025-01-12 10:00:00,https://app.powerbi.com/reports/PBI-1120
JIRA-1064,Jira,High,Open,Cloud Team,503 service unavailable,Database query execution time exceeding normal threshold.,SSL handshake failure,Resolved deadlock and restarted DB instance.,2025-01-25 14:00:00,2025-01-28 04:00:00,https://jira.example.com/browse/JIRA-1064
JIRA-1014,Jira,Medium,Resolved,Helpdesk,Application crash after update,Database query execution time exceeding normal threshold.,Network latency spike,Renewed authentication certificate.,2025-01-03 08:00:00,2025-01-05 05:00:00,https://jira.example.com/browse/JIRA-1014
JIRA-1156,Jira,Medium,Resolved,Cloud Team,High CPU usage on server,System detected performance degradation across multiple nodes.,SSL handshake failure,Restarted impacted service and cleared cache.,2025-01-08 06:00:00,2025-01-10 02:00:00,https://jira.example.com/browse/JIRA-1156
JIRA-1040,Jira,High,Closed,Security Ops,High CPU usage on server,Service unreachable due to network routing failure.,SSL handshake failure,Optimized memory allocation and redeployed.,2025-01-05 08:00:00,2025-01-07 20:00:00,https://jira.example.com/browse/JIRA-1040
PBI-1092,PowerBI,High,Resolved,DBA Team,Report visuals not rendering,Visuals stuck loading indefinitely.,Incorrect data transformation logic,Reconfigured gateway settings and validated connectivity.,2025-01-18 17:00:00,2025-01-20 12:00:00,https://app.powerbi.com/reports/PBI-1092
TAB-1179,Tableau,High,In Progress,DevOps,Tableau dashboard not refreshing,Dashboard not showing newly ingested records.,Network throttling issue,Updated credentials and reran extract.,2025-02-10 03:00:00,2025-02-12 17:00:00,https://tableau.example.com/views/TAB-1179
JIRA-1187,Jira,Medium,Open,DevOps,Database timeout issue,Authentication request failed repeatedly for end users.,Network latency spike,Resolved deadlock and restarted DB instance.,2025-01-26 00:00:00,2025-01-27 23:00:00,https://jira.example.com/browse/JIRA-1187
TAB-1016,Tableau,Critical,In Progress,Helpdesk,Tableau dashboard not refreshing,Interactive filters returning empty result set.,Incorrect join logic in data model,Updated credentials and reran extract.,2025-01-29 00:00:00,2025-01-30 11:00:00,https://tableau.example.com/views/TAB-1016
JIRA-1052,Jira,High,In Progress,DBA Team,Email service outage,Users reported service disruptions affecting business workflow.,Memory leak issue,Resolved deadlock and restarted DB instance.,2025-01-16 15:00:00,2025-01-16 18:00:00,https://jira.example.com/browse/JIRA-1052
TAB-1137,Tableau,Low,In Progress,Security Ops,Missing data in visualization,Interactive filters returning empty result set.,Tableau server CPU overload,Updated credentials and reran extract.,2025-01-01 03:00:00,2025-01-01 23:00:00,https://tableau.example.com/views/TAB-1137
TAB-1095,Tableau,High,Closed,DevOps,Permission denied on shared dashboard,Scheduled extract refresh failure detected.,Network throttling issue,Adjusted filter logic and republished dashboard.,2025-01-28 06:00:00,2025-01-29 09:00:00,https://tableau.example.com/views/TAB-1095
CW-1101,CloudWatch,Medium,Closed,Security Ops,RDS free storage space critically low,Failure trend observed across multiple Lambda executions.,High read/write operations,Increased allocated resources.,2025-01-28 19:00:00,2025-01-30 17:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1101
TAB-1051,Tableau,High,In Progress,Helpdesk,Missing data in visualization,Scheduled extract refresh failure detected.,Tableau server CPU overload,Updated credentials and reran extract.,2025-02-08 05:00:00,2025-02-09 15:00:00,https://tableau.example.com/views/TAB-1051
PBI-1061,PowerBI,Medium,Resolved,Helpdesk,Gateway connection error,Scheduled data refresh encountered failure due to timeout.,Gateway authentication failure,Reconfigured gateway settings and validated connectivity.,2025-01-10 18:00:00,2025-01-13 04:00:00,https://app.powerbi.com/reports/PBI-1061
